,A,B,compare
53900,1375496890,-596871098,0
53901,-135105757,-927475041,0
53902,1392946991,-409538207,0
53903,1369563880,-13738982,0
53904,1178734119,1113279613,0
53905,1143447333,417921346,0
53906,1811796476,1601245218,0
53907,1837210944,814138908,0
53908,-1546254092,-1170255157,1
53909,572394587,-22361362,0
53910,1843730342,-221033158,0
53911,1814988657,-1921690782,0
53912,-1292446736,1044021312,1
53913,-1666054871,-1331508104,1
53914,-1050086719,-1733355260,0
53915,558052235,1874405734,1
53916,1796339143,541210230,0
53917,-1429091347,-180730726,1
53918,145869054,-652862236,0
53919,-324901590,-1486404136,0
53920,101635499,1153401262,1
53921,-538186733,-2089260511,0
53922,-289653787,771232430,1
53923,-1249297276,-71925341,1
53924,1763900339,958362772,0
53925,2144531750,-521503384,0
53926,-1328374391,279083659,1
53927,-1648247566,-1653861121,0
53928,-1867132255,-1313299858,1
53929,347143033,344483967,0
53930,1525197257,-959550710,0
53931,76799846,274346645,1
53932,-1385222011,-1632067439,0
53933,533346660,-266801198,0
53934,-635654918,427050443,1
53935,907971137,1734896752,1
53936,-1516326456,-450623025,1
53937,1236850590,-1735092910,0
53938,508229569,-1646867146,0
53939,-702686920,527908473,1
53940,858660871,474577142,0
53941,972836276,260470891,0
53942,-1366934396,1968469332,1
53943,924977833,803026384,0
53944,-286267325,953702447,1
53945,483081556,-997845933,0
53946,-756580074,-1082704514,0
53947,-999257295,1190917783,1
53948,1794338933,-884155784,0
53949,-838582534,334374375,1
53950,1630862135,-1752026569,0
53951,1687479672,1596810993,0
53952,-289817830,356586991,1
53953,-874592624,-1117774418,0
53954,-2033560758,1690049056,1
53955,773209121,-1592887103,0
53956,926435869,-204182232,0
53957,642360261,1632708272,1
53958,-2082778413,406048340,1
53959,1050281855,-90370172,0
53960,-542546546,737999140,1
53961,1336245303,-233564825,0
53962,-1986124141,486964208,1
53963,-4555226,-679425150,0
53964,1815707011,288564258,0
53965,1523685740,-578130827,0
53966,-926034282,-185618321,1
53967,1543983983,-642750325,0
53968,-1801164048,-2009384000,0
53969,-1913224060,-694037763,1
53970,2126334025,-505770766,0
53971,1962478687,1084042125,0
53972,-1940065832,-361887161,1
53973,476837970,-1160950689,0
53974,429038898,-1906608461,0
53975,-961259005,-572636303,1
53976,52261288,-315650211,0
53977,-1803329030,1988655984,1
53978,2141980601,-1620478931,0
53979,505939626,-1611567892,0
53980,1642840525,-1872409934,0
53981,-1682834183,-394510274,1
53982,-131311202,-1728580611,0
53983,-1747812911,1637049872,1
53984,-1290047922,-297641213,1
53985,236393891,1641377001,1
53986,-1636570596,-1565742882,1
53987,-387072533,572546140,1
53988,-1289245945,-1854329772,0
53989,-2065965543,-1996970190,1
53990,-973590640,-1447985016,0
53991,352775124,-1327457404,0
53992,-1960372192,751015420,1
53993,-1150263203,1073853317,1
53994,-181910169,-1101757274,0
53995,819948207,-1253329731,0
53996,459550568,1100088626,1
53997,-1919514997,173305624,1
53998,-1242551453,1661967662,1
53999,-480330553,-1649465737,0
54000,-69368901,1793912055,1
54001,587334866,320710124,0
54002,1524261472,-1318439715,0
54003,558625256,1213660470,1
54004,-1044338500,-256444770,1
54005,-1751365596,730387581,1
54006,1480821222,-1505690458,0
54007,-258557188,740906462,1
54008,-212223825,-1519449807,0
54009,1315726759,-143316206,0
54010,788869652,-136033571,0
54011,-1037691360,1878921082,1
54012,-544358607,-892317629,0
54013,45713158,-662200514,0
54014,-1751361785,932301174,1
54015,-1857340928,-1067308665,1
54016,-1428702310,130073068,1
54017,-1311309682,685552748,1
54018,1078430968,-745784517,0
54019,1061374674,296847243,0
54020,-1034524824,-712546073,1
54021,589503587,1500061103,1
54022,-1392563165,-529723614,1
54023,901379253,-1701649437,0
54024,200573525,-91099875,0
54025,587256343,-1519995117,0
54026,1936986975,-2098638797,0
54027,1584200720,269529974,0
54028,818214369,-1038453709,0
54029,672930044,-1405404375,0
54030,365885069,396324564,1
54031,-30864499,-1950662662,0
54032,420897448,-554443214,0
54033,-616062827,-178415577,1
54034,-87134542,1041830336,1
54035,2085099775,2076877348,0
54036,-1334784203,1806370397,1
54037,2090632883,25434,0
54038,-1064171265,-831016901,1
54039,-1813363815,-1839135060,0
54040,-1242680116,-592006826,1
54041,-1856112505,266086155,1
54042,1509992549,-980008430,0
54043,1353620496,1674673911,1
54044,-30365894,871022540,1
54045,6620029,861171451,1
54046,2078113661,336906192,0
54047,1338740047,-1404874203,0
54048,-1638074690,-449272254,1
54049,1031567831,-1321617577,0
54050,1883587299,-904874481,0
54051,1080537286,1684393324,1
54052,116787626,1824178907,1
54053,-1084792418,-953960729,1
54054,-2020045403,-988446225,1
54055,1456545146,1596202054,1
54056,288287907,1535536095,1
54057,-24736027,-4847801,1
54058,-1951815389,429940751,1
54059,-1860002453,1183154662,1
54060,107521699,-475621064,0
54061,-1582919678,2109284805,1
54062,-89496583,236406473,1
54063,-2090338199,2017798731,1
54064,-655071051,-2015260810,0
54065,-155891088,-1011012705,0
54066,820722007,1000142695,1
54067,-555087983,720563521,1
54068,-67659782,452445797,1
54069,-2016638872,526085705,1
54070,1518802629,-660369967,0
54071,1986089352,-929374346,0
54072,-427604724,-415291958,1
54073,-984188379,976216715,1
54074,-1523938314,2120872511,1
54075,-557101359,-1173094449,0
54076,-177418657,438199869,1
54077,372969180,1774288254,1
54078,-925696546,1028254664,1
54079,-1017834799,1618039841,1
54080,-448870835,1721312091,1
54081,40562041,1093228506,1
54082,-60950047,1319891636,1
54083,551682252,-829052133,0
54084,692860113,737237071,1
54085,2056558932,-607852087,0
54086,755002166,2033766059,1
54087,154853407,-1090674391,0
54088,1814411581,-1999918744,0
54089,-604528210,-1640987954,0
54090,-519032154,655713276,1
54091,767881887,-507033818,0
54092,-5973727,-1217632275,0
54093,516603219,-1657424214,0
54094,-453411305,-241993431,1
54095,1682436488,1794237981,1
54096,-306834025,1988548119,1
54097,1081776191,1078929022,0
54098,-1259377140,-1577703835,0
54099,-378202089,-305185230,1
54100,-1614047078,-862954603,1
54101,-2023199137,1396479356,1
54102,-1979710830,-2003685105,0
54103,-68466186,-162838219,0
54104,559927364,868347361,1
54105,567160351,-284062919,0
54106,273646204,-1258214191,0
54107,-1965046101,-2067876700,0
54108,-1298447999,-540235761,1
54109,2100739910,823905401,0
54110,1223638993,-1356025967,0
54111,1843013293,-895242936,0
54112,-559808005,-1392624963,0
54113,1025061971,-699076241,0
54114,2101554889,-1455951486,0
54115,942245507,-1964077348,0
54116,1860597694,989444555,0
54117,-568629227,209759001,1
54118,-1441602338,-1396688094,1
54119,-377456868,-366075212,1
54120,913991572,1787143641,1
54121,1994349189,1236267557,0
54122,232688764,-1419236616,0
54123,-1885386697,781405405,1
54124,-202807823,-1900258531,0
54125,-566864908,1553462939,1
54126,1278937729,1654025036,1
54127,1756759545,-2064324755,0
54128,-368508374,-1106643175,0
54129,-615921811,2108436691,1
54130,-1335151217,-290925385,1
54131,-1793338612,-1100660513,1
54132,-1867780310,338660961,1
54133,398353293,-1114429995,0
54134,713806747,613119015,0
54135,-242430495,294630946,1
54136,-692621566,203396953,1
54137,830662046,-1323321448,0
54138,-69947711,1667384427,1
54139,-501719699,-110442119,1
54140,-1327113995,1982093985,1
54141,1031482759,-7785069,0
54142,424629105,-1579009653,0
54143,-1068611594,113102948,1
54144,-169723485,-578391028,0
54145,-1158129405,-1294502209,0
54146,2096861172,-2135767714,0
54147,748619969,-934488937,0
54148,-607860193,-764174481,0
54149,-1512432233,-691948585,1
54150,1137824149,-265829369,0
54151,235357090,-1028006649,0
54152,-2094469344,382732567,1
54153,-755170111,-124547758,1
54154,1997815845,2139238248,1
54155,1276973140,-613244778,0
54156,1742280202,1649090767,0
54157,1994001447,1172154003,0
54158,-482648154,-1228680731,0
54159,-1675329532,1960477163,1
54160,852023351,-861064240,0
54161,-575213608,-1858010316,0
54162,-1968237275,1277116440,1
54163,-117773188,-2100873737,0
54164,241386320,1650330387,1
54165,1960827264,-938198173,0
54166,1531124244,2082777685,1
54167,1673762463,-1480976954,0
54168,-747911673,-126082981,1
54169,1775420447,-1537427757,0
54170,-1771514492,-309501919,1
54171,1077097119,-382673115,0
54172,1239859572,1127954337,0
54173,-432815810,-221493502,1
54174,-1783496171,583182218,1
54175,235984129,1001116945,1
54176,665169445,-2044123609,0
54177,-1598129157,-1969936574,0
54178,53703735,622242874,1
54179,1878479826,-1580075181,0
54180,-481651332,797480054,1
54181,555676882,151402110,0
54182,-587894332,-1759283002,0
54183,-1728980004,-1723648461,1
54184,-856128714,395591147,1
54185,-2084944807,-1433453089,1
54186,-1340980642,2092313948,1
54187,1779564673,-401365773,0
54188,-1592882355,-609009588,1
54189,-2004123750,363789905,1
54190,-50714549,-1685811326,0
54191,807454411,1705388756,1
54192,69622652,-462201889,0
54193,819094869,-57022982,0
54194,-1346101036,682014295,1
54195,958819230,-1536885023,0
54196,-2082823399,-443701037,1
54197,1079151152,-2146050822,0
54198,799004467,1852732310,1
54199,-1655012011,1399522911,1
54200,1315787098,-1250006411,0
54201,525883346,467642099,0
54202,-1033118363,-142344188,1
54203,-1995816257,1728948170,1
54204,165516879,-61016022,0
54205,-258901412,-459565733,0
54206,-2116072968,2110265935,1
54207,-274870453,398765251,1
54208,1421462903,-815338497,0
54209,2086634319,-1506202983,0
54210,2053118399,-859203663,0
54211,-1870584809,-799493496,1
54212,1218334834,-840032965,0
54213,-133015296,138748609,1
54214,1698380803,-1359583185,0
54215,-565928625,-978086046,0
54216,422155246,-724324428,0
54217,1836837283,-923071596,0
54218,-155906874,-1411212049,0
54219,92065596,-1796721539,0
54220,-654159563,-558330863,1
54221,1661956871,1684728379,1
54222,-1466759855,-1939306751,0
54223,-1208055120,322753172,1
54224,-1911637100,-1386517402,1
54225,1750910537,-2111337254,0
54226,-1389013306,-1746272957,0
54227,-1476337730,1159943396,1
54228,631037662,1992598579,1
54229,-128370752,-1961140927,0
54230,836265399,-932040254,0
54231,1967403655,-1442006867,0
54232,1119099128,782776254,0
54233,-260810919,-1421578118,0
54234,-862912217,1068277472,1
54235,-74571070,-1147992715,0
54236,-2012352297,-210683393,1
54237,-1493248027,-508434087,1
54238,-599892039,323594995,1
54239,1198928382,1628680826,1
54240,-380417009,-541067826,0
54241,1608409506,1747319186,1
54242,-1311531943,2058283576,1
54243,1671462982,-355770266,0
54244,16493147,-1933627853,0
54245,1133856134,-228074525,0
54246,-1810585854,-654320336,1
54247,1134793992,1133028358,0
54248,-1870003711,406351560,1
54249,354913975,-261092463,0
54250,2077039316,-59551923,0
54251,1910294177,1511909434,0
54252,-479543414,-1036465990,0
54253,-1627656452,-1896063191,0
54254,1394867928,-1559170560,0
54255,2147119482,706787552,0
54256,-2042711400,-1797344763,1
54257,1285660503,2075377033,1
54258,-1947295881,889350857,1
54259,-700368767,1965924019,1
54260,306266395,1540209781,1
54261,-1305943642,-102096222,1
54262,1473144902,-2072555786,0
54263,287175454,1377164636,1
54264,-1925782841,1318930958,1
54265,-1021165470,-2008242043,0
54266,232396830,1019836038,1
54267,-721944574,-1192078462,0
54268,889151451,1555442078,1
54269,-678574614,-931623200,0
54270,-1011438811,1927351129,1
54271,1247487995,790905524,0
54272,948460106,1277975906,1
54273,-1212334284,-1019620429,1
54274,1994796937,1750292591,0
54275,-256556274,-683300088,0
54276,503267006,-561876396,0
54277,-8025237,-931738897,0
54278,1553771521,237901145,0
54279,-1453225068,-642162072,1
54280,-1418715780,1702138047,1
54281,568058070,1271678101,1
54282,-760792559,-2122494039,0
54283,504386727,1718553679,1
54284,-287650960,117882074,1
54285,457585002,745708571,1
54286,2064065859,2087067420,1
54287,1742212408,1475692106,0
54288,-432731965,806450740,1
54289,940462708,-49835790,0
54290,1714858676,1219346958,0
54291,-154971307,-387177590,0
54292,-497891710,-1557451079,0
54293,-774424150,-1527854988,0
54294,-1862657619,649898933,1
54295,-118353158,1393311915,1
54296,-1462494848,110747384,1
54297,-657127611,-1731586014,0
54298,555760612,-987762609,0
54299,-588128293,2117191323,1
54300,-1421760826,-1071372614,1
54301,1066651626,1587452324,1
54302,-464124147,-1288612654,0
54303,196303551,863566887,1
54304,358732808,2020991094,1
54305,-505810045,-973154482,0
54306,-353441873,732168726,1
54307,687233843,1783776133,1
54308,534236112,-542831465,0
54309,692220038,2010866814,1
54310,-236069880,236607024,1
54311,350420911,-1735106375,0
54312,-178077859,548477980,1
54313,1194846240,-1135414958,0
54314,-1250645990,399927199,1
54315,-510648840,-1858835687,0
54316,-432729990,-9633516,1
54317,279126859,1344350273,1
54318,-1683715997,2013312249,1
54319,-1874945696,990134759,1
54320,-498102982,2111828885,1
54321,-136952912,-1381417467,0
54322,1537259118,-580585781,0
54323,2106334038,833278652,0
54324,-439110671,-1080948929,0
54325,-971330961,1954425831,1
54326,415225818,-1197778812,0
54327,-2101623160,-461787280,1
54328,-750845353,1351013733,1
54329,1924828141,970574736,0
54330,-641705192,1544994260,1
54331,1857813030,-460294618,0
54332,-256453057,-1992488544,0
54333,-1281880805,466954552,1
54334,2009762003,-601706175,0
54335,2109944396,-1444863741,0
54336,-888633842,156668389,1
54337,-1830909086,-527272361,1
54338,2137752309,-980170147,0
54339,658495216,-791062377,0
54340,-719872259,1076455744,1
54341,-602578326,686883783,1
54342,176769689,2058515813,1
54343,-51521128,1217479039,1
54344,-1565410778,-84006677,1
54345,1874923571,1606473833,0
54346,1108392541,-174981210,0
54347,504528923,-1948953979,0
54348,-420577797,901109516,1
54349,-578567768,81615072,1
54350,1078242938,-1771929523,0
54351,672984591,151870012,0
54352,-1218473780,322619924,1
54353,-1615341409,1815665991,1
54354,-415271676,-2112427358,0
54355,-1849708877,1184311634,1
54356,-334108427,2055367192,1
54357,1682960738,1922161377,1
54358,-585397076,-599050865,0
54359,434904070,1312587548,1
54360,995527842,-294168547,0
54361,-1668929982,-2091274190,0
54362,1645658495,2065613184,1
54363,152817877,431969761,1
54364,-1281957007,368867252,1
54365,-2027298131,-1771333061,1
54366,530519095,-699021742,0
54367,500645644,-1349234741,0
54368,575318955,-1662642656,0
54369,113006785,-1989400666,0
54370,-1053432500,-184632770,1
54371,-829673945,2085250025,1
54372,997756731,-455004364,0
54373,-129923860,-1281399968,0
54374,495826512,252165851,0
54375,1192764090,-511011346,0
54376,-1011561413,-2055318447,0
54377,68867480,1030451182,1
54378,-806655340,-35822151,1
54379,1646034207,-2112861182,0
54380,-1112282066,-148669629,1
54381,945976241,-670233918,0
54382,-1186683676,-889155373,1
54383,-949607247,564358330,1
54384,-401784187,-1072566143,0
54385,751510310,-85831505,0
54386,-1523892520,1306939896,1
54387,2137056974,-370017968,0
54388,-154211136,619605839,1
54389,-648654192,-570397190,1
54390,-108779758,2040522482,1
54391,355618146,1967354524,1
54392,-624607066,1101021742,1
54393,-1842103633,-885717998,1
54394,466876436,453668287,0
54395,1606761126,-1703959018,0
54396,1972433560,2047484406,1
54397,1770915634,-1074647682,0
54398,1496015193,392443223,0
54399,-456025648,-1912527156,0
54400,866903324,1036116547,1
54401,-1031785652,1250204355,1
54402,1939745328,-1607030496,0
54403,1370103571,-1742530793,0
54404,-1032523138,705364525,1
54405,-2082115747,-1211284554,1
54406,1511287043,1046600244,0
54407,-1023614647,672336787,1
54408,-318461561,1754843110,1
54409,2134031086,592794882,0
54410,-799467508,-1077076616,0
54411,-811562607,937593328,1
54412,-1791106753,722466980,1
54413,871803845,1556657395,1
54414,-1793233968,-1420513890,1
54415,1004640078,2063804402,1
54416,720771213,847649129,1
54417,-1817026859,-1024838039,1
54418,-767664180,684985697,1
54419,1855764215,-1586269387,0
54420,1896927997,1657998087,0
54421,-1542146593,705629700,1
54422,-1405175796,-1261144452,1
54423,1563775028,1257295914,0
54424,-906805619,2103552992,1
54425,-138065978,984483637,1
54426,-154218193,-1107793444,0
54427,1998512627,-1153540701,0
54428,245646492,-382373803,0
54429,441026651,613448043,1
54430,-546197018,228298459,1
54431,1366158684,1224432192,0
54432,-969432402,-351055223,1
54433,1257789060,446708651,0
54434,-1105770217,137101226,1
54435,-1016830270,1610324365,1
54436,1833322119,510947064,0
54437,1017254529,-1302744720,0
54438,420065750,316751433,0
54439,1054917164,1505458066,1
54440,1482461891,879273382,0
54441,-471987103,-2102898957,0
54442,-222454156,1841813515,1
54443,1424452648,-239735552,0
54444,-433677834,61799272,1
54445,1042097009,-333978379,0
54446,824909156,-1741187873,0
54447,147130162,116119224,0
54448,-1700731014,1023664797,1
54449,-314730158,-1156852774,0
54450,-1609926090,1648334916,1
54451,1800682158,1873850910,1
54452,365216148,1737449583,1
54453,-1934428744,-5685753,1
54454,-326718182,1661413148,1
54455,1120920198,-2702904,0
54456,1501379248,1184637498,0
54457,427137820,2076114339,1
54458,1021002321,-878985390,0
54459,-1092564976,-689023061,1
54460,-1365362891,-1982781472,0
54461,1030612235,994418392,0
54462,1235098741,1942471601,1
54463,-2092392579,-107594280,1
54464,1099552792,-101631270,0
54465,1436245495,-78149549,0
54466,-1954225414,-1990965359,0
54467,-1456842159,540890970,1
54468,-1118497071,-1414542909,0
54469,-109947880,1325053337,1
54470,-1357831893,1648831565,1
54471,331081249,-202864638,0
54472,251752396,931039433,1
